,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
746,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
747,"(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
748,"(0, 3)","(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
749,"(1, 2)","(4, 1)","(12, 1)","(22, 2)",,,,,,,,,,,,,,,,,
750,"(4, 1)",,,,,,,,,,,,,,,,,,,,
751,"(6, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
752,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
753,"(10, 2)",,,,,,,,,,,,,,,,,,,,
754,"(4, 1)","(6, 2)","(13, 1)","(14, 1)",,,,,,,,,,,,,,,,,
755,"(6, 1)","(7, 2)","(12, 1)","(20, 3)",,,,,,,,,,,,,,,,,
756,"(0, 3)","(1, 4)","(6, 1)","(10, 1)","(76, 1)","(84, 1)","(110, 1)",,,,,,,,,,,,,,
757,"(4, 1)","(7, 28)","(10, 22)","(12, 1)","(13, 4)","(15, 1)","(17, 2)","(20, 4)","(28, 1)","(66, 1)",,,,,,,,,,,
758,"(4, 1)","(6, 1)","(10, 2)","(20, 2)",,,,,,,,,,,,,,,,,
759,"(0, 1)","(1, 1)","(4, 1)","(6, 1)","(7, 2)","(10, 10)","(12, 1)","(13, 4)","(14, 2)","(28, 1)",,,,,,,,,,,
760,"(4, 2)","(5, 1)","(6, 3)","(7, 1)","(10, 1)","(20, 3)",,,,,,,,,,,,,,,
761,"(10, 1)","(12, 2)",,,,,,,,,,,,,,,,,,,
762,"(6, 2)","(10, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
763,"(7, 1)",,,,,,,,,,,,,,,,,,,,
764,"(6, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
765,"(4, 1)","(6, 14)","(7, 5)","(10, 3)","(43, 1)",,,,,,,,,,,,,,,,
766,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
767,"(4, 1)","(10, 1)","(12, 1)","(20, 3)",,,,,,,,,,,,,,,,,
768,"(51, 1)",,,,,,,,,,,,,,,,,,,,
769,"(1, 1)","(4, 1)","(10, 1)","(12, 1)","(17, 1)","(39, 1)",,,,,,,,,,,,,,,
770,"(4, 1)","(7, 2)","(10, 1)","(13, 3)","(46, 1)",,,,,,,,,,,,,,,,
771,"(6, 2)","(7, 12)","(12, 1)","(13, 2)",,,,,,,,,,,,,,,,,
772,"(10, 2)","(17, 1)","(20, 3)",,,,,,,,,,,,,,,,,,
773,"(5, 1)","(6, 2)","(22, 7)","(58, 1)",,,,,,,,,,,,,,,,,
774,"(0, 1)","(4, 1)","(12, 2)","(21, 1)","(30, 3)","(37, 1)",,,,,,,,,,,,,,,
775,"(6, 6)","(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
776,"(4, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
777,"(6, 2)","(7, 2)","(10, 4)","(21, 1)","(58, 2)",,,,,,,,,,,,,,,,
778,"(10, 2)",,,,,,,,,,,,,,,,,,,,
779,"(0, 1)","(10, 1)","(21, 1)",,,,,,,,,,,,,,,,,,
780,"(6, 1)",,,,,,,,,,,,,,,,,,,,
781,"(7, 1)",,,,,,,,,,,,,,,,,,,,
782,"(4, 2)","(6, 1)","(7, 2)","(10, 2)","(13, 7)","(20, 1)","(34, 4)",,,,,,,,,,,,,,
783,"(51, 1)",,,,,,,,,,,,,,,,,,,,
784,"(6, 1)","(7, 3)","(15, 1)","(17, 1)",,,,,,,,,,,,,,,,,
785,"(10, 2)",,,,,,,,,,,,,,,,,,,,
786,"(4, 1)","(12, 1)","(22, 1)",,,,,,,,,,,,,,,,,,
787,"(0, 5)","(4, 1)","(6, 5)","(7, 2)","(12, 2)",,,,,,,,,,,,,,,,
788,"(10, 2)","(12, 1)","(43, 1)",,,,,,,,,,,,,,,,,,
789,"(7, 1)",,,,,,,,,,,,,,,,,,,,
790,"(6, 1)","(7, 4)","(12, 1)",,,,,,,,,,,,,,,,,,
791,"(51, 1)",,,,,,,,,,,,,,,,,,,,
792,"(0, 1)","(6, 2)","(7, 1)",,,,,,,,,,,,,,,,,,
793,"(7, 1)","(10, 2)","(20, 8)",,,,,,,,,,,,,,,,,,
794,"(7, 3)","(17, 1)",,,,,,,,,,,,,,,,,,,
795,"(6, 3)",,,,,,,,,,,,,,,,,,,,
796,"(6, 1)","(7, 1)",,,,,,,,,,,,,,,,,,,
797,"(10, 1)","(21, 2)",,,,,,,,,,,,,,,,,,,
798,"(7, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
799,"(19, 2)",,,,,,,,,,,,,,,,,,,,
800,"(4, 2)","(6, 4)","(7, 1)",,,,,,,,,,,,,,,,,,
801,"(7, 4)","(10, 2)","(15, 1)","(20, 3)",,,,,,,,,,,,,,,,,
802,"(4, 2)","(6, 4)","(7, 7)","(15, 1)","(17, 3)","(20, 1)",,,,,,,,,,,,,,,
803,"(0, 1)","(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
804,"(6, 4)","(10, 6)","(12, 2)","(14, 1)","(17, 1)","(31, 1)",,,,,,,,,,,,,,,
805,"(12, 1)",,,,,,,,,,,,,,,,,,,,
806,"(4, 2)","(6, 2)","(7, 1)","(20, 1)","(28, 2)",,,,,,,,,,,,,,,,
807,"(6, 1)","(7, 1)","(10, 2)","(15, 1)",,,,,,,,,,,,,,,,,
808,"(6, 5)","(10, 2)",,,,,,,,,,,,,,,,,,,
809,"(4, 1)",,,,,,,,,,,,,,,,,,,,
810,"(10, 2)","(58, 1)",,,,,,,,,,,,,,,,,,,
811,"(4, 1)","(12, 1)","(31, 1)",,,,,,,,,,,,,,,,,,
812,"(1, 1)","(6, 1)","(7, 4)","(8, 1)","(12, 5)","(14, 3)","(15, 3)","(19, 1)","(30, 1)","(61, 1)",,,,,,,,,,,
813,"(0, 1)","(4, 1)","(6, 2)","(10, 3)","(13, 2)","(14, 11)",,,,,,,,,,,,,,,
814,"(1, 2)","(4, 1)",,,,,,,,,,,,,,,,,,,
815,"(4, 1)","(6, 1)","(7, 8)","(10, 3)","(17, 1)","(20, 1)","(58, 4)",,,,,,,,,,,,,,
816,"(51, 1)",,,,,,,,,,,,,,,,,,,,
817,"(7, 1)","(10, 1)","(43, 2)","(81, 1)",,,,,,,,,,,,,,,,,
818,"(4, 1)","(10, 5)",,,,,,,,,,,,,,,,,,,
819,"(20, 1)",,,,,,,,,,,,,,,,,,,,
820,"(51, 1)",,,,,,,,,,,,,,,,,,,,
821,"(20, 1)",,,,,,,,,,,,,,,,,,,,
822,"(6, 3)",,,,,,,,,,,,,,,,,,,,
823,"(10, 1)","(15, 1)",,,,,,,,,,,,,,,,,,,
824,"(51, 1)",,,,,,,,,,,,,,,,,,,,
825,"(51, 1)",,,,,,,,,,,,,,,,,,,,
826,"(4, 1)","(7, 5)","(10, 1)","(73, 1)",,,,,,,,,,,,,,,,,
827,"(51, 1)",,,,,,,,,,,,,,,,,,,,
828,"(7, 1)",,,,,,,,,,,,,,,,,,,,
829,"(4, 1)","(10, 2)","(14, 1)","(15, 1)",,,,,,,,,,,,,,,,,
830,"(4, 2)","(6, 4)","(10, 4)","(11, 1)","(13, 1)","(17, 4)","(20, 2)",,,,,,,,,,,,,,
831,"(10, 1)","(39, 1)",,,,,,,,,,,,,,,,,,,
832,"(4, 4)","(7, 8)","(15, 2)","(20, 2)",,,,,,,,,,,,,,,,,
833,"(6, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
834,"(6, 2)","(10, 5)","(12, 3)",,,,,,,,,,,,,,,,,,
835,"(7, 6)","(10, 1)",,,,,,,,,,,,,,,,,,,
836,"(6, 1)",,,,,,,,,,,,,,,,,,,,
837,"(1, 1)",,,,,,,,,,,,,,,,,,,,
838,"(10, 1)","(58, 1)",,,,,,,,,,,,,,,,,,,
839,"(6, 10)",,,,,,,,,,,,,,,,,,,,
840,"(32, 1)","(37, 1)","(80, 1)",,,,,,,,,,,,,,,,,,
841,"(7, 2)","(13, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
842,"(0, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
843,"(51, 1)",,,,,,,,,,,,,,,,,,,,
844,"(0, 1)","(1, 1)","(4, 1)","(6, 1)","(10, 8)","(12, 3)","(14, 1)","(17, 1)",,,,,,,,,,,,,
845,"(4, 2)","(6, 7)","(10, 3)","(15, 2)","(17, 1)",,,,,,,,,,,,,,,,
846,"(51, 1)",,,,,,,,,,,,,,,,,,,,
847,"(4, 1)","(6, 3)","(7, 1)","(10, 2)","(12, 1)","(20, 1)","(22, 1)","(105, 1)",,,,,,,,,,,,,
848,"(10, 6)","(12, 1)","(14, 1)",,,,,,,,,,,,,,,,,,
849,"(15, 1)",,,,,,,,,,,,,,,,,,,,
850,"(6, 2)","(7, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
851,"(7, 1)","(10, 3)","(20, 3)",,,,,,,,,,,,,,,,,,
852,"(4, 5)","(6, 1)","(7, 5)","(10, 12)","(11, 1)","(12, 8)","(14, 5)","(17, 3)","(20, 1)","(58, 2)","(61, 1)","(72, 1)","(76, 1)",,,,,,,,
853,"(4, 3)","(7, 1)","(15, 4)","(17, 2)",,,,,,,,,,,,,,,,,
854,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
855,"(0, 4)","(3, 1)","(7, 1)","(9, 1)",,,,,,,,,,,,,,,,,
856,"(51, 1)",,,,,,,,,,,,,,,,,,,,
857,"(4, 1)","(10, 1)","(13, 1)",,,,,,,,,,,,,,,,,,
858,"(4, 1)","(10, 2)","(34, 2)",,,,,,,,,,,,,,,,,,
859,"(1, 1)",,,,,,,,,,,,,,,,,,,,
860,"(10, 1)","(30, 1)",,,,,,,,,,,,,,,,,,,
861,"(10, 2)",,,,,,,,,,,,,,,,,,,,
862,"(4, 1)","(6, 1)","(12, 3)","(14, 2)","(15, 1)",,,,,,,,,,,,,,,,
863,"(10, 2)",,,,,,,,,,,,,,,,,,,,
864,"(5, 2)","(6, 1)","(7, 2)","(9, 1)","(10, 6)","(12, 2)","(17, 2)","(20, 1)","(58, 1)",,,,,,,,,,,,
865,"(4, 1)","(7, 2)","(10, 1)",,,,,,,,,,,,,,,,,,
866,"(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
867,"(1, 1)","(6, 6)","(7, 2)","(15, 2)","(80, 1)",,,,,,,,,,,,,,,,
868,"(10, 2)",,,,,,,,,,,,,,,,,,,,
869,"(7, 1)","(20, 2)",,,,,,,,,,,,,,,,,,,
870,"(51, 1)",,,,,,,,,,,,,,,,,,,,
871,"(10, 1)","(13, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
872,"(6, 1)","(12, 1)",,,,,,,,,,,,,,,,,,,
873,"(0, 1)","(6, 1)",,,,,,,,,,,,,,,,,,,
874,"(6, 1)",,,,,,,,,,,,,,,,,,,,
875,"(51, 1)",,,,,,,,,,,,,,,,,,,,
876,"(4, 1)","(17, 1)",,,,,,,,,,,,,,,,,,,
877,"(4, 1)","(6, 1)","(15, 1)","(58, 1)",,,,,,,,,,,,,,,,,
878,"(6, 1)","(12, 4)",,,,,,,,,,,,,,,,,,,
879,"(10, 3)","(12, 4)","(28, 1)",,,,,,,,,,,,,,,,,,
880,"(7, 1)","(10, 1)","(20, 2)",,,,,,,,,,,,,,,,,,
881,"(0, 1)","(1, 4)","(4, 1)",,,,,,,,,,,,,,,,,,
882,"(4, 1)","(7, 2)","(15, 2)","(17, 2)","(20, 1)","(23, 1)",,,,,,,,,,,,,,,
883,"(1, 2)","(6, 1)","(7, 1)","(38, 1)",,,,,,,,,,,,,,,,,
884,"(10, 4)",,,,,,,,,,,,,,,,,,,,
885,"(6, 1)",,,,,,,,,,,,,,,,,,,,
886,"(10, 1)","(13, 1)","(58, 1)",,,,,,,,,,,,,,,,,,
887,"(10, 5)",,,,,,,,,,,,,,,,,,,,
888,"(13, 1)","(22, 1)",,,,,,,,,,,,,,,,,,,
889,"(0, 1)","(5, 1)","(6, 8)","(7, 1)","(8, 1)","(10, 3)","(12, 3)","(56, 2)",,,,,,,,,,,,,
890,"(6, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
891,"(6, 2)","(10, 2)",,,,,,,,,,,,,,,,,,,
892,"(6, 1)",,,,,,,,,,,,,,,,,,,,
893,"(0, 2)","(10, 1)","(12, 4)",,,,,,,,,,,,,,,,,,
894,"(10, 1)","(12, 3)","(17, 1)",,,,,,,,,,,,,,,,,,
895,"(4, 1)","(6, 7)","(12, 3)","(30, 11)",,,,,,,,,,,,,,,,,
896,"(1, 1)","(12, 2)","(28, 1)",,,,,,,,,,,,,,,,,,
897,"(4, 3)","(6, 3)","(7, 2)","(8, 1)","(10, 3)","(14, 1)","(17, 1)",,,,,,,,,,,,,,
898,"(51, 1)",,,,,,,,,,,,,,,,,,,,
899,"(10, 1)","(12, 2)","(17, 1)",,,,,,,,,,,,,,,,,,
900,"(6, 1)","(12, 2)",,,,,,,,,,,,,,,,,,,
901,"(7, 1)","(28, 2)","(30, 1)",,,,,,,,,,,,,,,,,,
902,"(7, 1)","(10, 8)","(67, 2)",,,,,,,,,,,,,,,,,,
903,"(10, 1)","(34, 3)",,,,,,,,,,,,,,,,,,,
904,"(10, 2)","(17, 2)",,,,,,,,,,,,,,,,,,,
905,"(7, 1)",,,,,,,,,,,,,,,,,,,,
906,"(4, 1)",,,,,,,,,,,,,,,,,,,,
907,"(6, 1)","(7, 3)","(10, 6)",,,,,,,,,,,,,,,,,,
908,"(12, 1)","(28, 2)",,,,,,,,,,,,,,,,,,,
909,"(7, 2)","(10, 1)","(12, 1)","(13, 1)","(15, 2)",,,,,,,,,,,,,,,,
910,"(10, 5)",,,,,,,,,,,,,,,,,,,,
911,"(51, 1)",,,,,,,,,,,,,,,,,,,,
912,"(12, 7)",,,,,,,,,,,,,,,,,,,,
913,"(0, 1)","(10, 3)",,,,,,,,,,,,,,,,,,,
914,"(1, 2)","(4, 1)","(6, 1)","(12, 1)",,,,,,,,,,,,,,,,,
915,"(6, 5)","(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
916,"(4, 1)","(6, 1)","(7, 1)","(10, 1)","(15, 1)","(17, 1)",,,,,,,,,,,,,,,
917,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
918,"(51, 1)",,,,,,,,,,,,,,,,,,,,
919,"(0, 1)","(21, 2)",,,,,,,,,,,,,,,,,,,
920,"(6, 2)","(10, 5)","(15, 1)",,,,,,,,,,,,,,,,,,
921,"(7, 1)","(12, 2)",,,,,,,,,,,,,,,,,,,
922,"(4, 1)",,,,,,,,,,,,,,,,,,,,
923,"(4, 1)","(7, 1)","(30, 5)",,,,,,,,,,,,,,,,,,
924,"(0, 1)","(1, 3)","(6, 2)",,,,,,,,,,,,,,,,,,
925,"(6, 3)","(10, 1)",,,,,,,,,,,,,,,,,,,
926,"(4, 4)","(6, 1)","(7, 2)","(10, 6)","(12, 1)",,,,,,,,,,,,,,,,
927,"(15, 1)","(28, 2)",,,,,,,,,,,,,,,,,,,
928,"(10, 1)",,,,,,,,,,,,,,,,,,,,
929,"(6, 1)",,,,,,,,,,,,,,,,,,,,
930,"(4, 1)","(6, 3)","(7, 2)","(13, 5)",,,,,,,,,,,,,,,,,
931,"(20, 1)",,,,,,,,,,,,,,,,,,,,
932,"(0, 2)","(1, 1)","(10, 2)","(12, 1)",,,,,,,,,,,,,,,,,
933,"(10, 2)","(58, 2)",,,,,,,,,,,,,,,,,,,
934,"(7, 1)","(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
935,"(10, 1)","(28, 1)",,,,,,,,,,,,,,,,,,,
936,"(4, 3)","(20, 1)",,,,,,,,,,,,,,,,,,,
937,"(4, 1)","(6, 2)","(10, 2)","(13, 3)","(17, 1)","(19, 1)","(20, 1)","(46, 1)",,,,,,,,,,,,,
938,"(4, 2)","(6, 5)","(7, 5)","(10, 4)","(20, 2)","(28, 1)","(40, 1)",,,,,,,,,,,,,,
939,"(28, 3)",,,,,,,,,,,,,,,,,,,,
940,"(10, 1)","(28, 5)",,,,,,,,,,,,,,,,,,,
941,"(0, 1)","(9, 2)","(10, 1)",,,,,,,,,,,,,,,,,,
942,"(4, 4)","(7, 7)","(10, 1)","(12, 1)","(14, 1)","(25, 1)",,,,,,,,,,,,,,,
943,"(51, 1)",,,,,,,,,,,,,,,,,,,,
944,"(51, 1)",,,,,,,,,,,,,,,,,,,,
945,"(0, 1)","(4, 2)","(10, 5)","(34, 1)",,,,,,,,,,,,,,,,,
946,"(4, 1)","(7, 1)","(12, 2)","(17, 1)",,,,,,,,,,,,,,,,,
947,"(7, 1)","(10, 1)","(15, 1)","(17, 2)",,,,,,,,,,,,,,,,,
948,"(4, 3)",,,,,,,,,,,,,,,,,,,,
949,"(51, 1)",,,,,,,,,,,,,,,,,,,,
950,"(0, 2)","(12, 1)",,,,,,,,,,,,,,,,,,,
951,"(6, 1)","(7, 1)","(13, 8)",,,,,,,,,,,,,,,,,,
952,"(22, 2)",,,,,,,,,,,,,,,,,,,,
953,"(1, 1)","(4, 2)","(5, 1)","(6, 1)","(7, 9)","(10, 2)","(12, 1)","(13, 3)","(15, 1)","(17, 3)","(28, 1)",,,,,,,,,,
954,"(4, 1)","(6, 3)","(7, 1)",,,,,,,,,,,,,,,,,,
955,"(6, 2)","(7, 1)","(10, 1)","(14, 1)","(25, 1)","(111, 1)",,,,,,,,,,,,,,,
956,"(1, 1)","(10, 1)","(12, 2)","(81, 1)",,,,,,,,,,,,,,,,,
957,"(51, 1)",,,,,,,,,,,,,,,,,,,,
958,"(10, 1)",,,,,,,,,,,,,,,,,,,,
959,"(12, 1)",,,,,,,,,,,,,,,,,,,,
960,"(51, 1)",,,,,,,,,,,,,,,,,,,,
961,"(4, 1)","(7, 2)","(10, 1)","(16, 1)","(20, 1)",,,,,,,,,,,,,,,,
962,"(51, 1)",,,,,,,,,,,,,,,,,,,,
963,"(10, 3)",,,,,,,,,,,,,,,,,,,,
964,"(4, 2)","(7, 2)","(10, 4)","(17, 3)","(20, 1)",,,,,,,,,,,,,,,,
965,"(4, 3)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
966,"(6, 1)","(7, 5)","(10, 3)","(12, 3)","(14, 1)","(20, 6)","(30, 1)","(84, 1)",,,,,,,,,,,,,
967,"(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
968,"(0, 1)","(1, 2)","(10, 2)","(112, 1)","(113, 1)",,,,,,,,,,,,,,,,
969,"(7, 3)","(28, 4)",,,,,,,,,,,,,,,,,,,
970,"(4, 1)","(6, 2)","(7, 1)",,,,,,,,,,,,,,,,,,
971,"(1, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
972,"(4, 2)","(10, 2)","(17, 1)",,,,,,,,,,,,,,,,,,
973,"(4, 1)","(6, 3)","(7, 1)","(17, 2)","(28, 1)","(34, 1)",,,,,,,,,,,,,,,
974,"(6, 4)","(28, 1)",,,,,,,,,,,,,,,,,,,
975,"(10, 1)",,,,,,,,,,,,,,,,,,,,
976,"(10, 2)",,,,,,,,,,,,,,,,,,,,
977,"(1, 1)",,,,,,,,,,,,,,,,,,,,
978,"(4, 1)","(6, 1)","(7, 1)","(17, 2)","(20, 2)",,,,,,,,,,,,,,,,
979,"(7, 4)","(10, 5)","(17, 3)",,,,,,,,,,,,,,,,,,
980,"(6, 5)",,,,,,,,,,,,,,,,,,,,
981,"(20, 1)",,,,,,,,,,,,,,,,,,,,
982,"(51, 1)",,,,,,,,,,,,,,,,,,,,
983,"(4, 2)","(6, 20)","(10, 2)","(14, 4)","(17, 1)","(58, 1)",,,,,,,,,,,,,,,
984,"(6, 1)","(7, 2)","(10, 1)","(12, 3)","(13, 1)","(17, 1)","(24, 1)",,,,,,,,,,,,,,
985,"(4, 1)","(6, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
986,"(4, 1)","(7, 1)","(15, 1)","(17, 1)",,,,,,,,,,,,,,,,,
987,"(0, 1)","(4, 1)","(7, 3)","(13, 1)",,,,,,,,,,,,,,,,,
988,"(10, 1)","(12, 1)","(15, 1)","(20, 1)",,,,,,,,,,,,,,,,,
989,"(0, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
990,"(6, 1)","(10, 3)","(15, 1)",,,,,,,,,,,,,,,,,,
991,"(6, 2)","(10, 1)","(20, 1)","(30, 2)",,,,,,,,,,,,,,,,,
992,"(7, 4)","(10, 1)",,,,,,,,,,,,,,,,,,,
993,"(4, 1)","(6, 1)","(10, 1)","(34, 2)",,,,,,,,,,,,,,,,,
994,"(51, 1)",,,,,,,,,,,,,,,,,,,,
995,"(51, 1)",,,,,,,,,,,,,,,,,,,,
996,"(10, 1)",,,,,,,,,,,,,,,,,,,,
997,"(51, 1)",,,,,,,,,,,,,,,,,,,,
998,"(51, 1)",,,,,,,,,,,,,,,,,,,,
999,"(0, 1)","(10, 1)","(12, 2)","(31, 1)",,,,,,,,,,,,,,,,,
1000,"(20, 1)",,,,,,,,,,,,,,,,,,,,
1001,"(10, 1)","(17, 2)",,,,,,,,,,,,,,,,,,,
1002,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1003,"(4, 2)","(6, 2)","(7, 2)","(17, 1)","(22, 1)","(28, 1)","(83, 1)",,,,,,,,,,,,,,
1004,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1005,"(4, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1006,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1007,"(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1008,"(4, 2)","(6, 1)","(10, 1)","(17, 2)","(67, 1)",,,,,,,,,,,,,,,,
1009,"(4, 3)","(7, 1)","(10, 2)",,,,,,,,,,,,,,,,,,
1010,"(3, 1)","(4, 2)","(7, 7)","(10, 2)","(14, 1)","(15, 3)","(28, 3)",,,,,,,,,,,,,,
1011,"(4, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1012,"(6, 2)","(7, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
1013,"(6, 4)","(7, 2)","(17, 1)",,,,,,,,,,,,,,,,,,
1014,"(4, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1015,"(6, 2)","(7, 1)","(12, 1)",,,,,,,,,,,,,,,,,,
1016,"(6, 4)","(7, 2)","(17, 1)",,,,,,,,,,,,,,,,,,
1017,"(0, 2)","(4, 4)","(6, 1)","(7, 3)","(10, 1)","(17, 1)","(20, 1)",,,,,,,,,,,,,,
1018,"(4, 1)","(7, 3)","(10, 1)","(12, 5)","(13, 1)",,,,,,,,,,,,,,,,
1019,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1020,"(17, 1)","(28, 3)",,,,,,,,,,,,,,,,,,,
1021,"(0, 1)","(1, 1)","(6, 1)",,,,,,,,,,,,,,,,,,
1022,"(6, 3)","(10, 2)",,,,,,,,,,,,,,,,,,,
1023,"(10, 4)","(28, 1)",,,,,,,,,,,,,,,,,,,
1024,"(7, 1)","(10, 1)","(33, 1)",,,,,,,,,,,,,,,,,,
1025,"(3, 1)","(6, 7)","(7, 2)","(10, 1)","(12, 3)","(37, 1)","(58, 2)",,,,,,,,,,,,,,
1026,"(4, 1)","(10, 1)","(17, 1)",,,,,,,,,,,,,,,,,,
1027,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1028,"(6, 2)","(7, 3)","(20, 5)",,,,,,,,,,,,,,,,,,
1029,"(3, 1)","(4, 1)","(6, 1)","(7, 2)","(10, 4)","(14, 2)","(20, 14)",,,,,,,,,,,,,,
1030,"(4, 1)","(7, 4)","(10, 1)","(12, 1)","(28, 1)",,,,,,,,,,,,,,,,
1031,"(0, 1)","(4, 8)","(6, 3)","(10, 5)","(15, 1)","(17, 2)","(20, 1)","(32, 1)","(34, 1)",,,,,,,,,,,,
1032,"(4, 1)",,,,,,,,,,,,,,,,,,,,
1033,"(10, 2)",,,,,,,,,,,,,,,,,,,,
1034,"(17, 1)","(20, 2)",,,,,,,,,,,,,,,,,,,
1035,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1036,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1037,"(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1038,"(7, 3)",,,,,,,,,,,,,,,,,,,,
1039,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1040,"(7, 6)","(10, 1)","(13, 2)","(15, 1)","(20, 4)",,,,,,,,,,,,,,,,
1041,"(8, 1)","(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,
1042,"(0, 1)","(10, 2)","(28, 2)",,,,,,,,,,,,,,,,,,
1043,"(4, 3)","(6, 1)","(10, 1)","(17, 1)","(20, 1)","(28, 1)",,,,,,,,,,,,,,,
1044,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1045,"(0, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1046,"(1, 1)","(6, 1)","(7, 2)","(10, 4)","(12, 1)","(20, 1)",,,,,,,,,,,,,,,
1047,"(10, 1)","(20, 1)",,,,,,,,,,,,,,,,,,,
1048,"(4, 1)","(6, 1)","(7, 3)","(10, 1)","(20, 5)",,,,,,,,,,,,,,,,
1049,"(4, 1)","(6, 1)","(7, 2)","(10, 3)","(30, 3)","(58, 1)",,,,,,,,,,,,,,,
1050,"(10, 1)","(11, 1)","(14, 8)",,,,,,,,,,,,,,,,,,
1051,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1052,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1053,"(4, 1)","(6, 8)","(15, 1)",,,,,,,,,,,,,,,,,,
1054,"(4, 1)","(6, 1)","(7, 1)","(17, 1)","(20, 2)",,,,,,,,,,,,,,,,
1055,"(4, 1)","(6, 3)","(10, 1)",,,,,,,,,,,,,,,,,,
1056,"(3, 1)","(6, 7)","(7, 11)","(10, 2)","(13, 2)","(15, 1)","(21, 5)",,,,,,,,,,,,,,
1057,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1058,"(0, 1)","(7, 1)","(10, 4)","(12, 13)","(17, 2)","(20, 1)",,,,,,,,,,,,,,,
1059,"(10, 1)",,,,,,,,,,,,,,,,,,,,
1060,"(4, 1)","(10, 1)",,,,,,,,,,,,,,,,,,,
1061,"(4, 4)","(6, 3)","(7, 2)","(12, 4)","(17, 1)","(28, 2)",,,,,,,,,,,,,,,
1062,"(1, 1)","(6, 3)","(10, 2)",,,,,,,,,,,,,,,,,,
1063,"(1, 2)","(4, 4)","(6, 1)","(12, 4)","(22, 1)",,,,,,,,,,,,,,,,
1064,"(7, 1)","(13, 3)","(20, 1)",,,,,,,,,,,,,,,,,,
1065,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1066,"(10, 1)","(12, 1)","(24, 3)",,,,,,,,,,,,,,,,,,
1067,"(6, 1)","(10, 2)",,,,,,,,,,,,,,,,,,,
1068,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1069,"(7, 1)","(10, 4)",,,,,,,,,,,,,,,,,,,
1070,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1071,"(51, 1)",,,,,,,,,,,,,,,,,,,,
1072,"(7, 1)","(10, 5)","(17, 1)","(20, 2)","(28, 1)",,,,,,,,,,,,,,,,
1073,"(4, 1)","(6, 1)","(7, 3)","(14, 2)","(20, 1)",,,,,,,,,,,,,,,,
1074,"(4, 1)","(7, 1)","(10, 1)",,,,,,,,,,,,,,,,,,
1075,"(4, 1)","(7, 3)","(8, 2)",,,,,,,,,,,,,,,,,,
